PMID,DB.ID,REF.SENTENCE,ASSOCIATION.CLASS
23732272,id177994,"Whether preoperative cerebrospinal fluid (CSF) β-amyloid protein (Aβ) to tau ratio, an Alzheimer disease biomarker, is a biomarker for risk of POCC remains unknown.",Y
23584199,id177995,"By analogy to effects of APOE4 on the risk of Alzheimer disease (AD), the APOE genotype may influence β-amyloid (Aβ) and tau deposition after TBI.",A
23573206,id177996,"To understand the relation between risk genes for Alzheimer's disease (AD) and their influence on biomarkers for AD, we examined the association of AD in the Finnish cohort with single nucleotide polymorphisms (SNPs) from top AlzGene loci, genome-wide association studies (GWAS), and candidate gene studies; and tested the correlation between these SNPs and AD markers Aβ(1-42), total tau (t-tau), and phosphorylated tau (p-tau) in cerebrospinal fluid (CSF).",X
23562579,id177997,"To clarify the possible interaction of PREP with other markers of neurodegenerative diseases, we studied colocalizations of PREP and (1) α-syn, (2) β-amyloid, (3) tau protein and (4) astroglial and microglial cells in human post-mortem brain samples from PD, Alzheimer's disease (AD) patients and in healthy control brain samples.",X
23396350,id177998,"These yeast studies have provided major new insights into the effects of tau and Aβ and, at the same time, offered new approaches to rapidly search for chemicals that may be involved in prevention of Alzheimer's disease.",A
23261664,id177999,"To address the question whether tau filament forming mice expressing mutated human tau mirror histopathological changes observed in Alzheimer brainstem, the degree and distribution of neurofibrillary lesions as well as the pattern of cholinergic and monoaminergic neurons were investigated.",X
23227576,id178000,"Alzheimer’s disease (AD), considered the commonest neurodegenerative cause of dementia, is associated with hallmark pathologies including extracellular amyloid-β protein (Aβ) deposition in extracellular senile plaques and vessels, and intraneuronal tau deposition as neurofibrillary tangles.",Y
23171056,id178001,In Alzheimer's disease the membrane-spanning Alzheimer's precursor protein (APP) is progressively cleaved within the plasmalemma to form Aβ peptide fragments that can form pathogenic extracellular aggregates while microtubule-associated tau proteins may also aggregate within neurones.,A
22989140,id178002,"We examined the brainstems of 17 patients with Parkinson's disease (PD), incidental Lewy body disease (ILBD), multiple system atrophy (MSA), and Alzheimer's disease (AD) immunohistochemically using antibodies against phosphorylated αS (pαS), phosphorylated tau and CHMP2B.",X
22727277,id178003,"Although many laboratories rely on qualitative or semiquantitative techniques when investigating tau pathology, we have developed 4 Low-Tau, Sandwich enzyme-linked immunosorbent assays (ELISAs) that quantitatively assess different epitopes of tau relevant to Alzheimer's disease: total tau, pSer-202, pThr-231, and pSer-396/404.",X
22595282,id178004,"While early 1990s reports showed the phosphorylation pattern of fetal tau protein to be similar to that of tau in paired helical filaments (PHF) in Alzheimer's disease (AD), neither the molecular mechanisms of the transient developmental hyperphosphorylation of tau nor reactivation of the fetal plasticity due to re-expression of fetal protein kinases in the aging and AD human brain have been sufficiently investigated.",X
22492994,id178005,"The abnormal accumulation of the microtubule-binding protein tau is associated with a number of neurodegenerative conditions, and correlates with cognitive decline in Alzheimer's disease.",Y
22475796,id178006,"Cerebrospinal fluid (CSF) measurements of amyloid-β42 (Aβ42), total-tau (T-tau), and phosphorylated tau (P-tau) may be used to predict future Alzheimer's disease (AD) dementia in patients with mild cognitive impairment (MCI).",A
22475455,id178007,"Moreover, we examined the effect of these compounds in an in vitro model of Alzheimer's disease (AD) obtained from triple transgenic (3xTg-AD) mice, which expresses amyloid beta (Aβ) accumulation and tau hyperphosphorylation.",X
22411248,id178008,"Some basic research, however, suggests that insulin accelerates Alzheimer-related pathology through its effects on the amyloid beta (Aβ) metabolism and tau phosphorylation.Asymptomatic ischemic lesions in T2DM subjects may lower the threshold for the development of dementia and this may explain the inconsistency between the basic research and clinicopathological studies.More research to elucidate the mechanism of neurodegeneration associated with T2DM is warranted.",A
22232002,id178009,We focused on the search for molecules that interact with aggregated tau of the Alzheimer's type and that may block its aggregation before the formation of NFTs.,A
22222721,id178010,In the present study we used a novel selective CB₁R radioligand to investigate regional variations in CB₁R ligand binding as a factor of progressive Braak tau pathology in the frontal cortex of Alzheimer's disease (AD) patients.,X
22138392,id178011,"In Alzheimer's disease (AD), p62 protein is associated with neurofibrillary tangles composed primarily of hyperphosphorylated tau protein and ubiquitin.",Y
22117646,id178012,"Moreover, we summarize evidence from aging and Alzheimer models showing that the harmful trio ""aging, Aβ, and tau protein"" triggers mitochondrial dysfunction through a number of pathways, such as impairment of oxidative phosphorylation (OXPHOS), elevation of reactive oxygen species production, and interaction with mitochondrial proteins, contributing to the development and progression of the disease.",X
21919991,id178013,"For this reason, we sought to determine whether ubiquitin-targeting of tau is associated with particular tau modifications that herald specific stages of NFTs maturation in the hippocampus of Alzheimer's disease cases.",Y
21801803,id178014,"Biomarkers such as reduced glucose metabolism in association neocortex, defects in long white matter tracts, RNA neurochemical changes, and high CSF levels of total and phosphorylated tau protein, which are helpful to identify MCI and preclinical Alzheimer disease patients, may also provide insights into what brain changes led to this disease being introduced during hominid evolution.",A
21516512,id178015,"In this review, we discuss the idea of possible disease progression from the locus coeruleus to the transentorhinal region of the cerebral cortex via neuron-to-neuron transmission and transsynaptic transport of tau protein aggregates, and we speculate that such a mechanism together with the very long prodromal period that characterizes Alzheimer's disease may be indicative of a prion-like pathogenesis for this tauopathy.",A
21450370,id178016,"Mitochondrial dysfunction is likely a significant contributing factor to Alzheimer disease pathogenesis, and both amyloid peptide (Aβ) and pathological forms of tau may contribute to this impairment.",A
21412171,id178017,"To elucidate the relationship between cholesterol and tau, we studied mice expressing P301L mutant human tau but not apoE (htau-ApoE) and P301L mice with wild-type ApoE (htau- ApoE); both genotypes develop neuron cytoskeletal changes similar to those found in Alzheimer disease.",X
21317042,id178018,"We assessed potential extracellular-fluid markers of α-synuclein deposition in the brain (total α-synuclein and total tau in CSF, and total α-synuclein in serum) in three cohorts: a cross-sectional training cohort of people with Parkinson's disease, multiple system atrophy, dementia with Lewy bodies, Alzheimer's disease, or other neurological disorders; a group of patients with autopsy-confirmed dementia with Lewy bodies, Alzheimer's disease, or other neurological disorders (CSF specimens were drawn ante mortem during clinical investigations); and a validation cohort of patients who between January, 2003, and December, 2006, were referred to a specialised movement disorder hospital for routine inpatient admission under the working diagnosis of parkinsonism.",X
21085645,id178019,This model provides a foundation on which to build and increase our understanding of the series of events that lead to tau aggregation and may ultimately be used to identify critical intervention points that can direct the cell away from tau aggregation to aid in the treatment of tau-mediated (or related) aggregation diseases including Alzheimer's.,A
20974297,id178020,Hyperphosphorylation of tau protein is associated with neurofibrillary lesion formation in Alzheimer's disease and other tauopathic neurodegenerative diseases.,Y
20930282,id178021,"To evaluate the value of this protein as an early marker of Alzheimer's disease (AD), we analyzed HFABP level and the classical biomarkers amyloid-β (Aβ)1-42, total tau (t-tau), and phosphorylated tau (p-tau) in cerebrospinal fluid (CSF) of patients with mild cognitive impairment (MCI) followed up for four years (n=41), AD (n=32), and subjects with other neurological diseases without dementia (OND, n=25).",X
20886094,id178022,"In this study, combining structural MRI scans and automated image analysis tools with reduced cerebrospinal fluid (CSF) Aβ levels, a surrogate for intra-cranial amyloid plaques and elevated CSF phosphorylated tau (p-tau) levels, a surrogate for neocortical NFTs, we examined the relationship between the presence of Alzheimer's pathology, gray matter thickness of select neocortical regions, and hippocampal volume in cognitively normal older participants and individuals with MCI and AD (n = 724).",X
20847555,id178023,"In this study, we aimed to compare cerebrospinal fluid (CSF) levels of total tau (t-tau), phosphorylated tau (p-tau(181)) and positron emission tomography with (18)F-fluorodeoxyglucose (FDG-PET) in the differential diagnosis of Alzheimer's disease (AD) under clinical conditions.",X
20847423,id178024,"This study examines hippocampal CA1 cells from brains of aged humans, with and without Alzheimer's disease, for hyperphosphorylated tau and aluminum during early neurofibrillary tangle (NFT) formation and growth.",X
20665688,id178025,"For the first time, we investigated the impacts of mercury(II) ions on the folding and aggregation of Alzheimer's tau fragment R2 (residues 275-305: VQIIN KKLDL SNVQS KCGSK DNIKH VPGGGS), corresponding to the second repeat unit of the microtubule-binding domain, which was believed to be pivotal to the biochemical properties of full tau protein.",X
20555148,id178026,"In this study we investigated the cerebrospinal fluid (CSF) levels of neurofilament light (NFL) and heavy chain (NFHp35), total tau (t-tau), and glial fibrillary acidic protein (GFAP) to detect disease specific profiles in sporadic Creutzfeldt Jakob disease (sCJD) patients and Alzheimer's disease (AD) patients.",X
20522869,id178027,"Here the utility of quantification of alpha-synuclein, beta-amyloid42 (Abeta42) and tau in the CSF of patients with DLB, Alzheimer's disease (AD) and other dementias was examined. 86 patients were divided into three age and sex matched groups: DLB (n=34), AD (n=31) and other dementias (n=21).",X
20466727,id178028,"The microtubule-associated protein tau plays a central role in the pathogenesis of Alzheimer disease (AD) and abnormally accumulates as neurofibrillary tangles; therefore, the pathways by which tau is degraded have been examined extensively.",X
20448485,id178029,"The study aimed to characterize curcumin (CCM) (fluorescent yellow curry pigment) labeling of neuronal fibrillar tau inclusions (FTIs) in representative cases of 3 main tauopathies: Alzheimer disease (AD), progressive supranuclear palsy, and Pick disease.",X
20434528,id178030,"Plaque associated and neuropil dystrophic neurites and spheroids are prominent features of Alzheimer's disease (Masliah et al., 1993; Terry, 1996; Stokin et al., 2005), and our current data suggests that loss of tau function may lead to neurodegeneration.",A
20164582,id178031,"Several studies have shown that reduced amyloid-beta 1-42 (Abeta(42)) and increased tau levels in cerebrospinal fluid (CSF) reflect increased Alzheimer's disease (AD) pathology in the brain. beta-site APP cleaving enzyme (BACE1) is thought to be the major beta-secretase involved in Abeta production in the brain, and therefore we investigated the relation between BACE1 activity and CSF markers Abeta(40), Abeta(42), total tau (t-tau), and tau phosphorylated at threonine 181 (p-tau) in CSF of control (n=12), mild cognitive impairment (n=18), and AD (n=17) subjects.",X
20071654,id178032,Hyperphosphorylation of tau causes defects in neuronal transport and may induce abnormal aggregation of tau in Alzheimer disease and other tauopathies.,A
20028512,id178033,"Because of the emerging intersections of HIV infection and Alzheimer's disease, we examined cerebrospinal fluid (CSF) biomarkers related of amyloid and tau metabolism in HIV-infected patients.",X
19995442,id178034,"As dual-specificity tyrosine phosphorylation-regulated kinase 1A (DYRK1A) has been implicated in the abnormal hyperphosphorylation of tau in Alzheimer's disease (AD) brain, and the development of neurofibrillary tangles, we examined the contribution of this gene to the susceptibility for AD.",X
19864909,id178035,"The aim of the study was to assess whether baseline CSF hyperphosphorylated tau (P-tau), total tau (T-tau), amyloid beta 1-42 (Abeta(42)) and neurofilament light (NF-L) in patients with MCI could predict subcortical vascular dementia (SVD) and Alzheimer's disease (AD) at follow-up.",X
19820929,id178036,"Our aim was to study the correlations between cerebrospinal fluid (CSF) biomarker levels such as beta-amyloid 42 (Abeta(42)), total and phosphorylated tau protein (T-tau and P-tau) and brain perfusion SPECT in Alzheimer's disease (AD) using a voxel-based methodology.",X
19768352,id178037,"Several investigations have shown the usefulness of cerebrospinal fluid (CSF) biomarkers (Abeta42, total tau [T-tau], and phosphorylated tau [P-tau]) in predicting the progression to Alzheimer's disease (AD).",X
19661622,id178038,Disturbed homocysteine metabolism is a risk factor for Alzheimer's disease (AD) and may contribute to the disease pathophysiology by increasing both amyloid-beta (Abeta) production and phosphorylated tau (P-tau) accumulation.,A
19615060,id178039,"As cyclin-dependent kinase 5 (CDK5) has been implicated in the abnormal hyperphosphorylation of tau in Alzheimer's disease (AD) brain, and the development of neurofibrillary tangles, we examined the contribution of this gene to the susceptibility for AD.",X
19573486,id178040,"Since hyperphosphorylation of tau is a core pathological feature in Alzheimer's disease, lithium-induced inhibition of GSK-3 activity may have therapeutic effects in Alzheimer's disease.",A
19573486,id178041,The current results do not support the notion that lithium treatment may lead to reduced hyperphosphorylation of tau protein after a short 10-week treatment in the Alzheimer's disease target population. (Controlled-Trials.com) Identifier: ISRCTN72046462.,A
19472439,id178042,"Amyloid senile plaques and tau neurofibrillary tangles are neuropathologic hallmarks of Alzheimer disease, which may be associated with mild cognitive impairment (MCI) or mood and anxiety symptoms years before the dementia diagnosis.",A
19451179,id178043,Comparison of tau phosphorylation patterns under various conditions suggests that abnormal tau hyperphosphorylation in Alzheimer's disease brain may result from downregulation of both O-GlcNAcylation and protein phosphatase 2A.,A
19451179,id178044,"Thus, restoration of brain tau O-GlcNAcylation and protein phosphatase 2A activity may offer promising therapeutic targets for treating Alzheimer's disease.",A
19270764,id178045,"We sought to examine the association of levels of total tau (t-tau) and phosphorylated tau 181 (p-tau181) protein with brain morphology in mild cognitive impairment, as defined by the concept of aging-associated cognitive decline (AACD) and Alzheimer disease.",X
18841019,id178046,"In Alzheimer's disease (AD) brain, accumulation of hyperphosphorylated tau in NFT is associated with the induction of heme oxygenase-1 (HO-1), a potent antioxidant that downregulates the production of tau.",Y
18803648,id178047,"We investigated associations between severity of cognitive impairment, cerebrospinal fluid (CSF) concentrations of total-tau (t-tau) protein and tau phosphorylated at threonin 181 (p-tau(181)) and regional glucose metabolism measured with 18F-fluorodeoxyglucose-positron emission tomography (18F-FDG-PET) in patients with probable Alzheimer's disease (AD).",X
18688094,id178048,"Here, we will first examine tau aggregation and its putative roles in Alzheimer's disease.",X
18525295,id178049,"As these genes prove to be negative in patients with a clinical diagnosis of early-onset familial Alzheimer disease, a search for tau gene mutations may be appropriate, as illustrated by the following case.",A
18520771,id178050,"Identification of amyloid-beta and tau as the major protein components of senile plaques and neurofibrillary tangles, respectively, led to an exponential increase in investigations of these proteins and their corresponding metabolic pathways in Alzheimer disease (AD).",X
18467692,id178051,We examined the regional distribution and co-localization of Abeta and phosphorylated tau (p-tau) in synaptic terminals of Alzheimer's disease brains.,X
18467332,id178052,"These results strongly suggest that tau has a potential role in cell signaling in addition to its accepted role in cytoskeletal assembly, with regulation by phosphorylation that may be disrupted in the tauopathies including Alzheimer disease.",A
18445112,id178053,We also examined CSF total tau in nonalcohol dependent patients with Alzheimer's disease (AD) as a disease control.,X
18438934,id178054,Our results suggest an important role for cortistatin in the regulation of tau phosphorylation that may be associated with the pathophysiology of Alzheimer's disease in regions such as the cerebral cortex.,A
18437565,id178055,The perirhinal cortex (area 35) is well-known locus for neurofibrillary tangles (NFT) in initial Alzheimer's disease (AD) and fully developed AD and may contain tau alterations in non-demented elderly.,A
18339451,id178056,"Here we investigate the capability of protein 14-3-3, total-tau (t-tau), threonin-181-phosphorylated tau (p-tau), and neuron-specific enolase (NSE) in cerebrospinal fluid (CSF) together with the prion protein gene genotype to discriminate patients with sCJD (n=21) from neurological controls (n=164) and Alzheimer's disease (AD) patients (n=49).",X
18319590,id178057,"Abnormal tau hyperphosphorylation has been suggested as being one of the central events in the development of neurofibrillary tangles, which are one of the characteristic neuropathological lesions found in Alzheimer's disease (AD) brains. 14-3-3 zeta protein is associated with tau in brain and stimulates tau phosphorylation.",Y
18061341,id178058,"With regard to normal pressure hydrocephalus, evidence suggests that changes in cerebrospinal fluid circulatory dynamics ultimately may result in reduced clearance of neurotoxins, such as beta-amyloid peptides and tau protein, that play a role in the pathogenesis of Alzheimer's disease.",A
17923640,id178059,"In pedigrees with a clinical diagnosis of Alzheimer disease but without presenilin or amyloid precursor protein gene mutations, tau gene mutations may be found.",A
17622779,id178060,We investigated H-FABP in CSF and serum alone and in combination with CSF tau protein to evaluate these as potential biomarkers for the differentiation between dementia with Lewy bodies (DLB) and Alzheimer's disease (AD).,X
17617225,id178061,"Here, we discuss reports that show a loss of metal homeostasis is also an important event in Alzheimer's disease, and we identify how metal dyshomeostasis may contribute to development of the amyloid-beta, tau and oxidative stress biology of Alzheimer's disease.",A
17482359,id178062,"Alzheimer's disease (AD) pathology is associated with two proteins, the microtubule-binding protein tau and the beta-amyloid-precursor protein (APP).",Y
17478722,id178063,"Thus, tau reduction can block Abeta- and excitotoxin-induced neuronal dysfunction and may represent an effective strategy for treating Alzheimer's disease and related conditions.",A
17395712,id178064,Cerebrospinal fluid (CSF) concentrations of amyloid beta(42) (Abeta(42)) peptides and tau proteins may serve as biomarkers for Alzheimer disease (AD).,A
17320831,id178065,We used real-time PCR to investigate the level of expression of tau mRNA isoforms and STH mRNA in the frontal cortex and globus pallidus of PSP patients' brains. mRNA levels were compared with those in the brains of two controls groups: healthy controls and Alzheimer's disease patients (AD).,X
17262986,id178066,"Since many data suggest that sporadic AD is the ""disease of posttranslational modifications"" of tau protein, more detailed investigation of tau protein modifications is urgently needed in order to understand pathogenesis of sporadic Alzheimer's disease (Fig. 1, Ref. 86).",X
17250725,id178067,"The aim of the present study was the quantitation of total tau protein (tau(T)), tau phosphorylated at threonine 181 (tau(P-181)) and beta-amyloid(1-42) (Abeta42) in the cerebrospinal fluid (CSF) of patients with idiopathic normal pressure hydrocephalus (iNPH), Alzheimer's disease (AD) and controls.",X
17241267,id178068,"We investigated self-assembly and microtubule assembly promoting activities of hyperphosphorylated tau isolated from Alzheimer disease brain cytosol, the AD abnormally hyperphosphorylated tau (AD P-tau) before and after dephosphorylation by phosphoseryl/phosphothreonyl protein phosphatase-2A (PP-2A), and then rephosphorylation by cyclic AMP-dependent protein kinase (PKA), calcium, calmodulin-dependent protein kinase II (CaMKII), glycogen synthase kinase-3beta (GSK-3beta) and cyclin-dependent protein kinase 5 (cdk5) in different kinase combinations.",X
17187063,id178069,These findings raise the possibility that a direct interaction between tau and actin may be a critical mediator of tau-induced neurotoxicity in Alzheimer's disease and related disorders.,A
17168644,id178070,"This review focuses on recent literature pertaining to the regulation of tau phosphorylation and function, and the role that a dysregulation of tau phosphorylation may play in the neuronal dysfunction in Alzheimer's disease.",A
17150266,id178071,"Next, we investigated the Alzheimer type phosphorylation of tau protein induced by Abeta(42).",X
17140156,id178072,"To examine the occurrence of tau pathology in the olfactory system in aged subjects and its relation to the severity of Alzheimer disease (AD) pathology. 273 autopsy cases (167 female, 106 male, aged 61-102, mean 83.2+/-4.5 SD years) underwent a standard neuropathological assessment with immuno-histochemical study of tau and Abeta amyloid in the olfactory bulb and nerve, and diagnosis of AD using established consensus criteria including Braak staging of neuritic AD pathology.",X
17047360,id178073,"Thus, changes in APP and tau expression may cause perturbed axonal transport and changes in APP processing, contributing to cognitive decline and neurodegeneration in Alzheimer's disease.",A
17039298,id178074,Impaired cortical cholinergic neurotransmission may also contribute to beta-amyloid plaque pathology and increase phosphorylation of tau protein the main component of neurofibrillar tangles in Alzheimer's disease.,A
16877359,id178075,Tau transgenic mice are valuable models to investigate the role of tau protein in Alzheimer's disease and other tauopathies.,X
16802167,id178076,"By assessing protein and mRNA levels of 4R tau and 3R tau in 27 AD and 20 control temporal cortex, we investigated whether altered tau splicing is a feature also in Alzheimer's disease (AD).",X
16504486,id178077,"Ultimately, inhibition of tau phosphorylation may be an important therapeutic target in Alzheimer's disease and other neuropsychiatric disorders.",A
16465464,id178078,"It is suggested that only transitory activation of PKA in early stage of Alzheimer disease may result in a sustained tau hyperphosphorylation at multiple sites, implying a new mechanism to Alzheimer-like tau hyperphosphorylation.",A
16308483,id178079,"The precise biophysical structure of the amyloid beta-peptide that causes neuronal dysfunction remains under investigation, as does the interaction between amyloid peptides and tau hyperphosphorylation, but these two molecules likely play key roles in neuronal dysfunction in Alzheimer's disease.",X
16306245,id178080,Studies of biochemical markers suggest that elevations of plasma A 1-42 occur early in familial Alzheimer's disease but that tau may not be elevated in cerebrospinal fluid until the disease is more advanced.,A
16181112,id178081,"However, the notion that amyloid-beta and hyperphosphorylated tau function as protective components in the early stages of Alzheimer's disease brings into serious question the rationale of current therapeutic strategies aimed to remove both amyloid-beta and hyperphosphorylated tau.",X
16165272,id178082,"We investigated the correlation between the apolipoprotein E varepsilon4 allele (apoE epsilon4) carrier status, a major risk factor of Alzheimer's disease (AD), and levels of tau protein phosphorylated at threonine 231 (P-tau(231P)) in cerebrospinal fluid (CSF) in predementia and clinical stages of AD and healthy controls (HC).",X
16125396,id178083,These findings challenge the idea that tau pathology in Alzheimer's disease is merely a downstream effect of amyloid production/deposition and suggest that reciprocal interactions between beta-amyloid and tau alterations may take place in vivo.,A
15990115,id178084,"We investigated whether the cerebrospinal fluid (CSF) biomarkers beta-amyloid 1-42 (Abeta1-42), total tau (t-tau) protein and tau protein phosphorylated at threonine 181 (p-tau181) could discriminate Alzheimer's disease (AD) from vascular dementia (VD) patients.",X
15980594,id178085,"Investigating the fundamentals of tau polymerization is indispensable for identifying inhibitory conditions or compounds preventing PHF formation, which may slow down or even stop the degeneration of neurons in Alzheimer's disease.",A
15883264,id178086,The microtubule-associated tau protein abnormally phosphorylated at threonine 231 (p-tau231) has been investigated as a potential marker of Alzheimer disease.,X
15869817,id178087,"Together, these structural changes indicate that phosphorylation may act as a conformational switch in the binding domain of tau protein to alter specificity and affinity of binding to microtubule, particularly in response to the abnormal phosphorylation events associated with Alzheimer's disease.",A
15851730,id178088,"Clinically detected extrapyramidal signs (EPS) in Alzheimer disease (AD) are associated with substantia nigra pathology including alpha-synuclein aggregation, hyperphosphorylated tau accumulation, and neuron loss that may account for the increasing prevalence of EPS as AD progresses.",A
15802910,id178089,We examined the relationship between the K variant of BuChE and the severity of deposits of amyloid (Abeta(1-42)) and phosphorylated tau in the temporal cortex (BA36) of 30 prospectively studied autopsy-diagnosed dementia (Alzheimer's disease and dementia with Lewy bodies) patients.,X
15721985,id178090,"To determine whether epitopes of carbonyl-modified tau are major conformational changes associated with neurofibrillary tangle formation, we examined seven distinct antibodies raised against neurofibrillary tangles that recognize unique epitopes of tau in Alzheimer disease.",X
15644984,id178091,"Understanding the functional interrelations between Abeta peptides, cholinergic neurons and tau phosphorylation will unravel the biologic events that precede neurodegeneration and may lead to the development of more effective pharmacotherapies for Alzheimer's disease.",A
15639790,id178092,"Selective dysfunction of mGlu II receptors may also lead to abnormal protein phosphorylation (i.e., tau phosphorylation), culminating in neurodegenerative disorders (i.e., Alzheimer disease).",A
15505370,id178093,As increased phosphorylation of the microtubule-associated protein tau is one of the pathological hallmarks of Alzheimer's disease and glycosylation may play an influential role in this process.,A
15505366,id178094,"This interaction produces the aggregation of tau peptide and the concomitant disassembling of Abeta 25-35, offering thus an explanation to the lack of co-localization of neurofibrillary tangles and senile plaques in Alzheimer's disease, and suggesting the possibility that tau protein may have a protective action by preventing Abeta from adopting the cytotoxic, aggregated form.",A
15474361,id178095,"We, and others, have shown that tau hyperphosphorylation in the neurofibrillary tangles (NFTs) of Alzheimer disease (AD) is associated with redirection of the predominantly nuclear Pin1 to the cytoplasm and with Pin1 shortfalls throughout subcellular compartments.",Y
15232608,id178096,"In Alzheimer disease both extracellular amyloid deposits and intracellular amyloid beta protein may activate caspases, leading to cleavage of nuclear and cytoskeletal proteins, including tau protein.",A
15229249,id178097,"We used primary cultures of cortical neurons to examine the relationship between beta-amyloid toxicity and hyperphosphorylation of the tau protein, the biochemical substrate for neurofibrillary tangles of Alzheimer's brain.",X
15211064,id178098,CTSD may play a role in Alzheimer's disease (AD) through cleaving the amyloid precursor protein into beta-amyloid peptide and degrading tau protein into fragments.,A
15178951,id178099,"We investigated the immunohistochemical stainability of phosphorylated tau and the light (NFL), intermediate (NFM), and heavy (NFH) neurofilament proteins in postmortem brain tissue from 8 patients with frontotemporal dementia (FTD), for comparison with 6 patients with Alzheimer's disease (AD), and 6 normal controls.",X
15106853,id178100,"To investigate a possible association between tau genotypes and the risk of Alzheimer's disease, we screened for polymorphisms in the tau gene and found a novel polymorphism IVS11 + 90G --> A.",X
15082191,id178101,"Several groups have reported that abnormal phosphorylation of tau by Fyn, a protein-tyrosine kinase, may play a role in the neuropathogenesis of Alzheimer's disease (AD).",A
14715440,id178102,"Although Alzheimer's disease (AD) has features of a continuous spectrum of neural and functional decline, in vivo PET imaging and and functional magnetic resonance imaging, indicate that AD can be staged into an early phase treatable by inhibitors of beta and gamma secretase; and a late phase which may be more amenable to treatment by drugs that prevent or reverse tau phosphorylation.",A
14694044,id178103,"Archival paraffin-embedded tissue was examined using Gallyas staining and immunostaining for tau-1 (phosphorylation-dependent tau epitope), tau-2 (phosphorylation independent), Alzheimer-specific tau phosphoepitopes (AT 8; ser(396) phosphorylation), beta-amyloid, glial fibrillary acid protein, SMI 31 (recognizing phosphorylated NFH), alpha-synuclein, or ubiquitin.",X
14594945,id178104,"We suggest that although the four MARK/PAR-1 kinases might play multiple cellular roles in concert with different targets, MARK4 is likely to be directly involved in microtubule organization in neuronal cells and may contribute to the pathological phosphorylation of tau in Alzheimer's disease.",A
14586274,id178105,"The aim of our study was to evaluate the use of CSF/ total tau in patients with Alzheimer-type dementia (AD) and vascular dementia (VD) compared to controls, in order to investigate.",X
12826738,id178106,"A vigorous controversy exists over whether tau tangles or amyloid-beta plaques are the primary cause of neurodegeneration in Alzheimer's disease (AD), and it is not well established whether genetic variation in tau is associated with AD.",Y
12716059,id178107,Alzheimer's disease is associated with the formation of paired helical filaments composed of hyperphospharylated tau protein.,Y
12716059,id178108,"Here we hypothesize that while short-term induction of calcipressin1 can provide stress protection, its long-term or chronic induction may cause gradual accumulation of hyperphosphorylated tau protein, eventually leading to Alzheimer's disease.",A
12709467,id178109,Alzheimer disease is associated with a significant decrease in CSF beta-amyloid1-42 levels along with an increase in CSF tau levels.,Y
12614922,id178110,Cerebrospinal fluid tau protein levels are considered to be a promising marker for Alzheimer's disease (AD) and may facilitate early detection.,A
12410379,id178111,"Tau phosphorylation was examined in Alzheimer's disease (AD), Pick's disease (PiD), progressive supranuclear palsy (PSP) and corticobasal degeneration (CBD) using phospho-specific tau antibodies recognizing the phosphorylated form of Ser202, Ser214 and Ser 396, and antibodies to non-phosphorylated glycogen synthase kinase-3alpha/beta (GSK-3alpha/beta), which regulates phosphorylation at these specific sites on tau and phosphorylated GSK-3betaSer9 (GSK-3beta-P); this antibody is directed to the inactive form of GSK-3beta.",X
12368187,id178112,"Thus, we analyzed insoluble (pathological) tau proteins in five argyrophilic grain disease brains in comparison with those seen in Alzheimer's disease and Pick's disease.",X
12127087,id178113,The results presented here indicate that seladin-1 transcription is selectively down-regulated in brain regions vulnerable to Alzheimer's disease and this down-regulation is associated with the hyperphosphorylation of tau protein.,Y
11988340,id178114,We have investigated the frequency of these haplotypes in 83 cases of sporadic Alzheimer's disease (AD) using the +34 polymorphism in intron 11 of the tau gene as a marker of H1 and H2 haplotypes.,X
11901170,id178115,"The data suggests a linkage between tau and APP trafficking, which may be significant in Alzheimer's disease.",A
11835374,id178116,"This study investigated the relationship between phosphorylated tau lesions and cognitive function in 31 persons participating in the Religious Orders Study, a prospective, longitudinal clinicopathological study of aging and Alzheimer's disease.",X
11830364,id178117,"Their neuropathology may coexist with tau immunoreactive neuropil threads, neurofibrillary tangles, and beta-amyloid senile plaques, most likely representing an age-related change rather than a pathogenic link with Alzheimer's disease.",A
11699559,id178118,"Different kinds of tau deposits were quantitatively investigated with thiazin red (TR), a fluorochrome that binds to fibrillary structures like neurofibrillary tangles (NFTs), in brains obtained at autopsy from patients with Alzheimer's disease (AD), Pick body (PB) disease, corticobasal degeneration (CBD) or diffuse NFTs with calcification (DNTC).",X
11601500,id178119,"To determine the influence of the tau haplotype on tau isoform composition and neuropathology, we studied 25 PSP cases and 6 Alzheimer's disease patients matched for age, sex, and postmortem delay.",X
11550225,id178120,"Nonetheless, there is increasing evidence of a dysregulation of protein kinases that occurs in Alzheimer's disease brain that may be part of the events of apoptosis, which could contribute to aberrant increases in tau phosphorylation.",A
11527574,id178121,"These include interactions between GSK3beta and components of the plaque-producing amyloid system, the participation of GSK3beta in phosphorylating the microtubule-binding protein tau that may contribute to the formation of neurofibrillary tangles, and interactions of GSK3beta with presenilin and other Alzheimer's disease-associated proteins.",A
11511720,id178122,"The aim was to quantify tau protein and beta-amyloid (Abeta42) in the CSF of patients with sporadic Creutzfeldt-Jakob disease (CJD), Alzheimer's disease (AD), and controls.",X
11447834,id178123,"The clinical symptoms of all forms of Alzheimer's disease (AD) result from a slowly progressive neurodegeneration that is associated with the excessive deposition of beta-amyloid (A beta) in plaques and in the cerebrovasculature, and the formation of intraneuronal neurofibrillary tangles, which are composed primarily of abnormally hyperphosphorylated tau protein.",Y
